Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer County,Customer City,Customer Zip Code,Order ID
Beer,Coca-Cola GB,Alcoholic,179,6772,4302,2470,10/31/2020,Liam Thompson,Lancashire,Preston,PR1 1PG,0-8427-86556-908
Herbal Tea,Britvic,Tea,684,5112,5210,-98,10/19/2021,Lily Turner,Causeway Coast and Glens,Coleraine,BT52 2EE,1-8037-77698-889
Energy Drink,Coca-Cola GB,Soft Drink,111,3024,2959,65,7/16/2021,Liam Clarke,Antrim and Newtownabbey,Antrim,BT41 7BU,1-871-61554-306
Cola,Coca-Cola GB,Soft Drink,284,2966,1347,1619,11/19/2020,Emily Brown,Isle of Anglesey,Llangefni,LL77 9NV,1-6640-91087-59
Beer,Fever-Tree,Alcoholic,286,4214,4224,-10,11/20/2023,Arjun Turner,Devon,Exeter,EX1 4CG,0-360-72886-686
Cola,Fever-Tree,Soft Drink,830,936,859,77,7/24/2020,Amelia Clarke,Warwickshire,Warwick,CV34 5DN,0-7292-90820-468
Coffee,Coca-Cola GB,Coffee,135,4006,2764,1242,1/4/2021,Ava Harris,West Sussex,Chichester,PO19 8EY,0-1364-48770-865
Beer,Fever-Tree,Alcoholic,232,8069,7365,704,9/13/2023,Alfie Edwards,Bridgend,Bridgend,CF31 5KP,0-6283-36442-952
Lemonade,Britvic,Soft Drink,392,6852,6808,44,8/25/2020,Daisy Mitchell,Dundee City,Dundee,DD1 9JL,1-8865-57823-115
Coffee,Britvic,Coffee,173,919,995,-76,10/23/2021,Daniel Turner,Conwy,Conwy,LL32 5CM,1-6022-77797-778
Wine,Coca-Cola GB,Alcoholic,576,1433,946,487,8/23/2023,Charlie Wright,Armagh City Banbridge and Craigavon,Armagh,BT61 9LN,0-4092-81820-163
Vodka,Fever-Tree,Alcoholic,90,2924,1224,1700,3/4/2020,Emily Wilson,Armagh City Banbridge and Craigavon,Armagh,BT61 4EU,0-1198-43218-464
Green Tea,Fever-Tree,Tea,643,11417,9186,2231,9/19/2022,Priya Phillips,Herefordshire,Hereford,HR1 3YM,0-3583-69694-485
Cola,Britvic,Soft Drink,281,8623,8364,259,12/12/2022,Zara Patel,Isle of Wight,Newport,PO30 8LN,0-3494-38773-917
Wine,Britvic,Alcoholic,957,8060,6247,1813,7/17/2023,Ella Watson,Tyne and Wear,Newcastle upon Tyne,NE1 1HB,1-7504-14929-59
Green Tea,Fever-Tree,Tea,388,7968,3830,4138,12/28/2022,Daisy Williams,Suffolk,Ipswich,IP1 3MY,1-5266-40160-674
Cola,Britvic,Soft Drink,602,9715,8784,931,9/22/2023,Omar Green,Swansea,Swansea,SA1 9MJ,1-8207-70806-294
Wine,Fever-Tree,Alcoholic,623,4981,5111,-130,5/6/2020,Joseph Taylor,Surrey,Guildford,GU1 5PK,0-1014-83303-54
Energy Drink,Fever-Tree,Soft Drink,280,6945,3726,3219,2/6/2022,Amelia Thomas,Somerset,Taunton,TA1 4LM,0-7483-84329-834
Wine,Coca-Cola GB,Alcoholic,532,11638,9699,1939,8/7/2021,Henry Lewis,East Sussex,Eastbourne,BN21 5TD,1-2872-17721-630
Energy Drink,Fever-Tree,Soft Drink,139,2548,2411,137,12/19/2020,Ethan Robinson,Powys,Llandrindod Wells,LD1 3GK,0-667-90492-635
Herbal Tea,Coca-Cola GB,Tea,777,10910,9257,1653,3/4/2023,Edward Islam,Belfast,Belfast,BT1 9WR,0-9957-24129-605
Herbal Tea,Coca-Cola GB,Tea,185,9905,11309,-1404,10/28/2020,Lucas Roberts,Berkshire,Reading,RG1 9YP,0-5074-73809-296
Coffee,Fever-Tree,Coffee,427,9431,6178,3253,7/22/2023,Charlie Walker,Newry Mourne and Down,Newry,BT35 8CB,0-1736-81089-604
Coffee,Britvic,Coffee,613,7085,6355,730,5/3/2021,James Patel,Greater London,London,W1 2NE,1-6143-31992-621
Black Tea,Coca-Cola GB,Tea,664,7034,4198,2836,10/1/2023,Sophie Carter,Greater Manchester,Manchester,M1 5EW,1-6804-11340-426
Wine,Coca-Cola GB,Alcoholic,476,7138,7531,-393,2/5/2020,Grace Clarke,Derbyshire,Derby,DE1 5SD,1-9891-78566-782
Vodka,Britvic,Alcoholic,747,4931,3944,987,7/22/2022,Henry Islam,South Yorkshire,Sheffield,S1 5DR,0-9912-51961-317
Vodka,Coca-Cola GB,Alcoholic,535,4635,3338,1297,4/24/2020,Mia King,Gloucestershire,Gloucester,GL1 3VY,0-7774-72575-321
Black Tea,Britvic,Tea,145,5616,4972,644,10/21/2021,Lucas Mitchell,East Riding of Yorkshire,Beverley,HU17 8RM,0-1489-47196-528
Green Tea,Britvic,Tea,420,5162,2573,2589,12/27/2023,Fatima Williams,Inverclyde,Greenock,PA15 7WF,0-9830-16286-678
Wine,Britvic,Alcoholic,581,1345,803,542,2/10/2023,Fatima Thomas,South Ayrshire,Ayr,KA7 5NK,0-2432-58929-554
Coffee,Coca-Cola GB,Coffee,897,3322,2090,1232,11/15/2020,Noah Williams,Caerphilly,Hengoed,CF82 3MA,1-7543-82634-729
Coffee,Britvic,Coffee,669,9337,6084,3253,2/10/2021,Yusuf Jones,Worcestershire,Worcester,WR1 4KR,0-7471-87388-810
Coffee,Fever-Tree,Coffee,936,3842,3311,531,10/1/2021,Muhammad Robinson,Suffolk,Ipswich,IP1 6EG,1-7327-97965-121
Vodka,Fever-Tree,Alcoholic,629,8852,9602,-750,4/21/2022,George Green,Merseyside,Liverpool,L1 8SU,1-2592-74923-988
Energy Drink,Coca-Cola GB,Soft Drink,103,4354,3203,1151,11/29/2021,Olivia Cooper,Staffordshire,Stafford,ST16 5SU,0-961-30392-162
Beer,Coca-Cola GB,Alcoholic,279,4672,4469,203,2/25/2020,Simran Evans,East Lothian,Haddington,EH41 1RE,0-3937-15925-751
Beer,Coca-Cola GB,Alcoholic,493,3773,2680,1093,10/20/2023,Emily Ahmed,East Riding of Yorkshire,Beverley,HU17 8KS,1-2763-59976-479
Green Tea,Fever-Tree,Tea,169,516,534,-18,1/27/2021,Jessica Edwards,Newry Mourne and Down,Newry,BT35 6GK,0-856-90744-602
Energy Drink,Britvic,Soft Drink,62,7480,3753,3727,1/28/2020,Olivia Ali,Derbyshire,Derby,DE1 2DK,0-739-65598-508
Energy Drink,Coca-Cola GB,Soft Drink,279,11515,13629,-2114,10/12/2022,Simran Shah,East Riding of Yorkshire,Beverley,HU17 9YA,1-8064-77286-606
Energy Drink,Fever-Tree,Soft Drink,160,6871,3385,3486,6/7/2023,Daisy Taylor,Isle of Anglesey,Llangefni,LL77 5RR,0-2056-11660-725
Green Tea,Coca-Cola GB,Tea,815,11026,6483,4543,11/19/2022,Poppy Sharma,Wiltshire,Salisbury,SP1 6JW,1-9232-66118-427
Energy Drink,Coca-Cola GB,Soft Drink,526,6441,4755,1686,1/23/2020,Ella White,Northumberland,Morpeth,NE61 4DA,1-1389-58317-477
Wine,Britvic,Alcoholic,179,3655,2012,1643,7/26/2022,Jack Davies,Antrim and Newtownabbey,Antrim,BT41 7WG,0-1891-31596-283
Lemonade,Coca-Cola GB,Soft Drink,332,758,860,-102,10/24/2022,Ella Wood,Causeway Coast and Glens,Coleraine,BT52 7XF,0-8644-59487-974
Wine,Fever-Tree,Alcoholic,563,4677,3871,806,8/6/2023,Arjun Begum,Conwy,Conwy,LL32 2TN,0-5960-75907-109
Cola,Britvic,Soft Drink,970,1174,1093,81,3/27/2022,Muhammad Evans,Leicestershire,Leicester,LE1 6MF,0-1017-68541-581
Energy Drink,Britvic,Soft Drink,230,801,329,472,1/3/2023,Freddie Phillips,Nottinghamshire,Nottingham,NG1 6RR,1-6186-24201-692
Herbal Tea,Coca-Cola GB,Tea,92,5446,5051,395,11/12/2021,Ruby Williams,Rhondda Cynon Taf,Pontypridd,CF37 3WX,0-9498-12518-310
Coffee,Coca-Cola GB,Coffee,110,2328,1603,725,5/1/2022,Thomas Taylor,Bridgend,Bridgend,CF31 5MT,1-1376-38298-984
Cola,Fever-Tree,Soft Drink,145,11358,5646,5712,12/30/2022,Lucas Khan,East Lothian,Haddington,EH41 2LP,0-5936-22062-362
Vodka,Fever-Tree,Alcoholic,952,852,637,215,11/15/2021,Freya Phillips,Somerset,Taunton,TA1 1CB,0-2689-13809-497
Black Tea,Britvic,Tea,682,1806,2089,-283,2/10/2020,Yusuf Hussain,Gloucestershire,Gloucester,GL1 7LX,1-6489-64921-552
Vodka,Fever-Tree,Alcoholic,485,5058,3738,1320,5/25/2023,Isabella Wright,Leicestershire,Leicester,LE1 5NY,0-4554-73068-82
Lemonade,Fever-Tree,Soft Drink,785,4563,5211,-648,3/6/2021,Alice Roberts,Denbighshire,Ruthin,LL15 6DT,0-2687-89970-679
Wine,Coca-Cola GB,Alcoholic,985,5685,3826,1859,3/9/2023,Zara Davies,West Sussex,Chichester,PO19 8BX,0-1515-34334-326
Vodka,Fever-Tree,Alcoholic,245,4474,4576,-102,1/20/2022,Thomas Edwards,Argyll and Bute,Lochgilphead,PA31 1PR,1-6195-68188-782
Wine,Fever-Tree,Alcoholic,233,637,405,232,6/24/2020,Freddie Roberts,West Lothian,Livingston,EH54 6GL,0-8637-73298-357
Black Tea,Britvic,Tea,162,8054,9431,-1377,8/22/2020,Leila Johnson,Greater Manchester,Manchester,M1 5CA,1-9533-98781-930
Herbal Tea,Coca-Cola GB,Tea,202,6296,3579,2717,11/26/2020,Fatima Turner,Fife,Glenrothes,KY7 1FC,0-2307-92515-525
Cola,Coca-Cola GB,Soft Drink,395,5677,3865,1812,8/14/2023,Henry Thompson,Tyne and Wear,Newcastle upon Tyne,NE1 2DE,0-1334-33218-975
Black Tea,Coca-Cola GB,Tea,367,9414,8283,1131,9/7/2023,Thomas Mitchell,Swansea,Swansea,SA1 2CR,0-5692-56548-850
Green Tea,Coca-Cola GB,Tea,799,2641,1438,1203,11/19/2023,Leila Begum,West Sussex,Chichester,PO19 3SA,1-3991-68222-626
Beer,Fever-Tree,Alcoholic,629,6668,5535,1133,11/8/2020,Lily Davies,Gwynedd,Caernarfon,LL55 5BX,0-8888-52827-401
Cola,Fever-Tree,Soft Drink,785,4723,5206,-483,8/5/2022,Joseph Clarke,Conwy,Conwy,LL32 5LC,0-4697-28350-913
Vodka,Fever-Tree,Alcoholic,165,1199,931,268,6/22/2023,Ruby Green,Nottinghamshire,Nottingham,NG1 4RP,1-5051-95097-419
Green Tea,Fever-Tree,Tea,194,4678,4686,-8,12/30/2023,Samuel Brown,Scottish Borders,Newtown St Boswells,TD6 5DF,1-8956-53480-394
Black Tea,Britvic,Tea,280,8074,5394,2680,4/26/2021,Omar Wright,East Riding of Yorkshire,Beverley,HU17 4UD,0-4111-72277-626
Lemonade,Coca-Cola GB,Soft Drink,494,3317,2645,672,6/2/2020,Daniel Islam,Moray,Elgin,IV30 1KN,0-754-58433-285
Coffee,Fever-Tree,Coffee,358,4176,4199,-23,9/15/2023,Henry Mitchell,Shetland Islands,Lerwick,ZE1 9GP,1-3305-36956-698
Lemonade,Britvic,Soft Drink,146,9759,8781,978,8/10/2021,Ethan Evans,Ceredigion,Aberystwyth,SY23 5XR,1-1351-10285-883
Lemonade,Coca-Cola GB,Soft Drink,430,5543,5945,-402,11/25/2021,Edward Ahmed,Hampshire,Winchester,SO23 3NJ,0-5150-51222-727
Energy Drink,Coca-Cola GB,Soft Drink,616,4465,3025,1440,10/28/2023,Emily Robinson,Gwynedd,Caernarfon,LL55 6SM,1-1586-77275-792
Beer,Britvic,Alcoholic,325,8612,4332,4280,6/12/2023,Freddie Davies,Isle of Wight,Newport,PO30 7YA,0-745-15619-160
Cola,Britvic,Soft Drink,848,9518,4155,5363,6/25/2023,Lily Roberts,Fermanagh and Omagh,Enniskillen,BT74 2GT,0-676-56381-182
Wine,Britvic,Alcoholic,437,5893,6461,-568,9/3/2021,Muhammad Khan,Cambridgeshire,Cambridge,CB1 4DT,0-9913-52487-501
Wine,Coca-Cola GB,Alcoholic,111,8702,8815,-113,3/26/2023,Ethan Phillips,Pembrokeshire,Haverfordwest,SA61 7WD,0-9110-62632-517
Herbal Tea,Britvic,Tea,342,874,782,92,1/18/2022,Thomas Lewis,Wiltshire,Salisbury,SP1 9SN,0-2367-53899-245
Cola,Coca-Cola GB,Soft Drink,998,2620,1785,835,12/3/2021,Daniel Taylor,West Dunbartonshire,Dumbarton,G82 4FN,0-6867-80283-582
Wine,Coca-Cola GB,Alcoholic,423,1269,1227,42,10/6/2020,Liam Phillips,Nottinghamshire,Nottingham,NG1 8LB,0-7271-28383-483
Lemonade,Fever-Tree,Soft Drink,965,4364,4409,-45,6/24/2022,Fatima Thomas,Falkirk,Falkirk,FK1 2YL,1-4796-62551-419
Green Tea,Fever-Tree,Tea,868,2997,2944,53,2/25/2022,Yusuf Turner,Newry Mourne and Down,Newry,BT35 2BF,0-1294-67872-782
Beer,Coca-Cola GB,Alcoholic,361,4154,3107,1047,7/18/2022,Omar Singh,Merthyr Tydfil,Merthyr Tydfil,CF47 2EE,1-4817-74771-392
Black Tea,Coca-Cola GB,Tea,836,2031,1318,713,2/25/2021,Arjun Singh,Wrexham,Wrexham,LL11 7WK,1-5322-91646-111
Lemonade,Fever-Tree,Soft Drink,514,586,475,111,2/12/2020,Evie Khan,Hertfordshire,Hertford,SG13 1JD,1-2654-27339-248
Energy Drink,Fever-Tree,Soft Drink,704,3352,1588,1764,6/6/2021,Amelia Thompson,Stirling,Stirling,FK8 7BV,0-6465-62742-292
Beer,Fever-Tree,Alcoholic,543,6534,6150,384,6/8/2022,Aisha Watson,West Yorkshire,Leeds,LS1 2UJ,1-5747-63336-646
Energy Drink,Fever-Tree,Soft Drink,543,3673,2901,772,8/12/2020,Alice Singh,Suffolk,Ipswich,IP1 9SN,1-9311-30487-519
Green Tea,Coca-Cola GB,Tea,646,4187,4370,-183,2/27/2021,Charlie Islam,Highland,Inverness,IV1 6VC,1-6368-59275-307
Wine,Fever-Tree,Alcoholic,978,1189,1229,-40,9/15/2020,Henry Clarke,East Sussex,Eastbourne,BN21 9AS,0-5705-66317-612
Beer,Britvic,Alcoholic,459,521,476,45,10/20/2022,Jessica Mitchell,Wrexham,Wrexham,LL11 1AB,0-6743-25491-217
Lemonade,Coca-Cola GB,Soft Drink,875,1056,940,116,4/21/2020,Zara Ali,Dundee City,Dundee,DD1 3LR,0-8302-24833-185
Cola,Coca-Cola GB,Soft Drink,255,11258,8563,2695,9/10/2022,Thomas Singh,Derry City and Strabane,Derry,BT48 5TG,0-3837-86969-175
Coffee,Fever-Tree,Coffee,863,2292,2157,135,7/7/2023,Arjun Thompson,Newry Mourne and Down,Newry,BT35 4SH,0-1782-60272-516
Beer,Britvic,Alcoholic,847,8517,3590,4927,8/3/2022,Priya Robinson,Stirling,Stirling,FK8 8UV,0-6803-98208-512
Vodka,Coca-Cola GB,Alcoholic,114,8119,9554,-1435,2/2/2022,Charlie Watson,Merseyside,Liverpool,L1 7RG,0-2067-49590-146
Lemonade,Coca-Cola GB,Soft Drink,981,10665,7444,3221,4/15/2021,Florence Wood,Antrim and Newtownabbey,Antrim,BT41 2YC,0-5440-51599-71
Black Tea,Coca-Cola GB,Tea,311,4906,4601,305,2/12/2022,Poppy Thompson,Armagh City Banbridge and Craigavon,Armagh,BT61 2HN,1-7543-22843-151
Cola,Coca-Cola GB,Soft Drink,904,8580,8954,-374,10/11/2021,Lily Edwards,Clackmannanshire,Alloa,FK10 1DF,0-5983-20802-302
Lemonade,Britvic,Soft Drink,519,640,410,230,4/27/2021,Ella Robinson,Angus,Forfar,DD8 3XP,1-655-45918-888
Green Tea,Fever-Tree,Tea,655,3990,3468,522,10/17/2020,Leila Wilson,Torfaen,Pontypool,NP4 9VY,1-6581-86810-104
Coffee,Britvic,Coffee,910,8807,9564,-757,9/16/2022,Joseph Turner,Northumberland,Morpeth,NE61 9NN,1-3148-77970-595
Cola,Britvic,Soft Drink,548,7581,5853,1728,3/2/2022,Fatima Carter,City of London,London,EC1 2PH,1-763-72843-70
Herbal Tea,Britvic,Tea,456,10417,6991,3426,4/28/2021,Simran Shah,Bedfordshire,Bedford,MK40 9VF,1-4761-97414-804
Coffee,Britvic,Coffee,250,7812,6639,1173,5/3/2022,Ruby Ali,North Ayrshire,Irvine,KA12 3JF,1-1395-68954-868
Wine,Fever-Tree,Alcoholic,713,11611,7978,3633,12/5/2021,Daisy White,Berkshire,Reading,RG1 1TM,1-1391-82357-301
Herbal Tea,Fever-Tree,Tea,700,7923,5132,2791,11/28/2023,Omar Wright,Merseyside,Liverpool,L1 6FU,1-2463-80728-698
Vodka,Coca-Cola GB,Alcoholic,496,6447,5351,1096,5/17/2022,Ruby Mitchell,Hertfordshire,Hertford,SG13 1AL,1-2842-10071-62
Coffee,Fever-Tree,Coffee,332,1976,1923,53,3/3/2022,Liam Ali,Lincolnshire,Lincoln,LN1 4LE,1-3148-71500-295
Cola,Fever-Tree,Soft Drink,190,6118,5538,580,10/30/2021,Poppy Roberts,Armagh City Banbridge and Craigavon,Armagh,BT61 9SU,0-3806-12913-445
Energy Drink,Fever-Tree,Soft Drink,218,11490,7213,4277,8/9/2021,Emily Hussain,Flintshire,Mold,CH7 5CC,0-1517-82712-867
Lemonade,Fever-Tree,Soft Drink,791,5807,4480,1327,11/30/2021,Ella Ahmed,Angus,Forfar,DD8 6XV,1-8479-73935-396
Wine,Britvic,Alcoholic,508,3737,4168,-431,2/27/2021,Alice Phillips,South Yorkshire,Sheffield,S1 8FP,0-2997-70477-513
Herbal Tea,Coca-Cola GB,Tea,558,7740,8057,-317,1/21/2021,Aisha Patel,Northumberland,Morpeth,NE61 8LC,1-9160-93020-643
Cola,Coca-Cola GB,Soft Drink,894,9723,5833,3890,10/31/2023,Lily Walker,Leicestershire,Leicester,LE1 3YT,1-239-49252-289
Energy Drink,Coca-Cola GB,Soft Drink,326,4579,2060,2519,1/10/2022,Daniel Patel,South Lanarkshire,Hamilton,ML3 4BW,1-4521-43039-651
Green Tea,Britvic,Tea,401,11217,12496,-1279,9/9/2020,Arjun Shah,Shropshire,Shrewsbury,SY1 3ED,1-5465-11411-653
Beer,Britvic,Alcoholic,296,7355,7792,-437,6/1/2020,Freddie Patel,Essex,Chelmsford,CM1 8DE,1-9635-40935-276
Green Tea,Britvic,Tea,534,1093,750,343,10/27/2022,Ava Clarke,Berkshire,Reading,RG1 9JB,0-5864-95974-737
Green Tea,Britvic,Tea,786,3458,3328,130,3/14/2023,Simran Shah,Suffolk,Ipswich,IP1 1YL,0-6741-34241-809
Black Tea,Coca-Cola GB,Tea,694,11761,13333,-1572,9/21/2020,Joseph Cooper,Lisburn and Castlereagh,Lisburn,BT28 9VX,1-1467-99417-424
Coffee,Britvic,Coffee,832,1021,961,60,11/10/2020,Joseph Clarke,Rhondda Cynon Taf,Pontypridd,CF37 3EA,0-7342-16259-857
Cola,Britvic,Soft Drink,348,10367,4438,5929,12/24/2020,Omar Turner,Hertfordshire,Hertford,SG13 2BD,0-2618-64401-112
Energy Drink,Coca-Cola GB,Soft Drink,948,8343,9135,-792,5/17/2023,Arjun Singh,East Renfrewshire,Giffnock,G46 5PY,1-6571-49669-90
Beer,Fever-Tree,Alcoholic,969,3004,1899,1105,9/6/2021,Olivia Lewis,Clackmannanshire,Alloa,FK10 6MC,0-2375-41029-810
Black Tea,Coca-Cola GB,Tea,584,3675,2272,1403,8/18/2023,Lily Patel,Berkshire,Reading,RG1 7AS,1-4592-91955-59
Wine,Coca-Cola GB,Alcoholic,688,10265,4939,5326,10/12/2020,James Islam,Gwynedd,Caernarfon,LL55 1KJ,1-436-78835-920
Coffee,Fever-Tree,Coffee,69,11862,7774,4088,3/2/2023,Henry Green,Na h-Eileanan Siar,Stornoway,HS1 9SD,1-7400-88005-590
Coffee,Coca-Cola GB,Coffee,708,7405,4661,2744,8/25/2022,Zara Thomas,Wiltshire,Salisbury,SP1 8KA,0-411-43544-221
Cola,Britvic,Soft Drink,744,3940,1980,1960,2/3/2023,Muhammad Shah,Dumfries and Galloway,Dumfries,DG1 3TC,0-2134-77908-157
Herbal Tea,Britvic,Tea,181,11313,10901,412,6/2/2022,Fatima Johnson,Wrexham,Wrexham,LL11 7DC,0-3212-63645-714
Green Tea,Britvic,Tea,128,3776,2480,1296,4/11/2021,Lucas Cooper,Merseyside,Liverpool,L1 6EY,1-4283-89117-766
Lemonade,Britvic,Soft Drink,706,3583,3463,120,11/2/2022,Charlotte Evans,Neath Port Talbot,Port Talbot,SA13 3RH,0-2114-36462-450
Beer,Britvic,Alcoholic,60,8042,9518,-1476,10/12/2021,James Phillips,Belfast,Belfast,BT1 8NY,1-2086-34954-224
Black Tea,Coca-Cola GB,Tea,678,2122,1098,1024,12/6/2020,Sophie Lewis,Cheshire,Chester,CH1 9YP,0-4744-21239-222
Green Tea,Britvic,Tea,940,3716,2961,755,2/22/2021,Poppy Jones,East Sussex,Eastbourne,BN21 5KS,0-7864-55442-431
Black Tea,Fever-Tree,Tea,525,3469,2884,585,1/3/2020,Leila Carter,Gloucestershire,Gloucester,GL1 9KW,1-3859-73192-809
Beer,Britvic,Alcoholic,214,11832,13428,-1596,5/14/2022,Ethan Thomas,Midlothian,Dalkeith,EH22 7SF,1-2050-54146-919
Vodka,Coca-Cola GB,Alcoholic,493,2687,2517,170,6/10/2022,Florence Islam,Bedfordshire,Bedford,MK40 7KF,0-6793-68213-454
Herbal Tea,Coca-Cola GB,Tea,710,1130,745,385,3/11/2023,James Robinson,West Lothian,Livingston,EH54 1UG,0-1258-81716-975
Herbal Tea,Coca-Cola GB,Tea,885,5070,2811,2259,11/13/2020,Freya Harris,Durham,Durham,DH1 8XN,1-7438-25254-685
Vodka,Fever-Tree,Alcoholic,514,4325,4606,-281,10/1/2021,Liam Carter,Angus,Forfar,DD8 9TG,1-3420-23065-271
Green Tea,Britvic,Tea,600,7739,5448,2291,7/22/2023,Henry Edwards,Shetland Islands,Lerwick,ZE1 6HC,1-7386-57175-780
Energy Drink,Fever-Tree,Soft Drink,885,9833,6861,2972,7/14/2023,Fatima Davies,Pembrokeshire,Haverfordwest,SA61 5XB,0-3339-94670-455
Green Tea,Fever-Tree,Tea,880,6981,5287,1694,2/21/2022,Ruby Johnson,Torfaen,Pontypool,NP4 8TC,1-7570-46169-203
Herbal Tea,Coca-Cola GB,Tea,944,2379,971,1408,12/2/2020,Omar Evans,Devon,Exeter,EX1 2PA,0-3685-65299-244
Wine,Britvic,Alcoholic,806,3110,2945,165,4/13/2022,Charlie Harris,North Ayrshire,Irvine,KA12 2HH,1-2497-39591-281
Wine,Britvic,Alcoholic,406,8480,7345,1135,6/22/2021,Fatima Jones,North Lanarkshire,Motherwell,ML1 1HF,1-1073-28256-210
Green Tea,Coca-Cola GB,Tea,58,2425,2018,407,6/2/2022,Ava Begum,East Riding of Yorkshire,Beverley,HU17 2XS,0-671-19557-73
Coffee,Coca-Cola GB,Coffee,292,9576,9394,182,8/5/2021,Daisy Jones,Angus,Forfar,DD8 9CW,0-5020-39083-220
Vodka,Fever-Tree,Alcoholic,871,8958,4388,4570,8/11/2021,Benjamin Mitchell,Durham,Durham,DH1 6FK,0-7714-51799-677
Green Tea,Britvic,Tea,915,11803,4968,6835,6/7/2023,Freya Watson,Gloucestershire,Gloucester,GL1 4PF,0-5986-20417-705
Black Tea,Fever-Tree,Tea,373,1605,1782,-177,3/3/2022,Simran White,Argyll and Bute,Lochgilphead,PA31 6UF,1-6072-40763-328
Vodka,Fever-Tree,Alcoholic,642,5955,3012,2943,3/23/2020,Mia Thompson,Ceredigion,Aberystwyth,SY23 1TS,0-3673-46247-983
Energy Drink,Britvic,Soft Drink,373,7614,5741,1873,3/14/2020,George Lewis,Lisburn and Castlereagh,Lisburn,BT28 9RU,0-8152-66450-138
Wine,Fever-Tree,Alcoholic,224,2403,1301,1102,7/2/2023,Ella King,Worcestershire,Worcester,WR1 3CX,0-5354-48318-729
Lemonade,Britvic,Soft Drink,229,2490,2660,-170,11/13/2023,Grace Turner,East Renfrewshire,Giffnock,G46 3CS,0-2711-23593-427
Herbal Tea,Fever-Tree,Tea,52,4260,3609,651,1/16/2023,Zara Singh,Isle of Anglesey,Llangefni,LL77 4NM,1-7774-46087-889
Vodka,Coca-Cola GB,Alcoholic,68,4052,1622,2430,5/15/2020,Olivia Williams,Nottinghamshire,Nottingham,NG1 5SU,0-7772-31706-948
Energy Drink,Coca-Cola GB,Soft Drink,756,1909,1980,-71,1/22/2023,Emily Roberts,Greater London,London,W1 5RX,1-282-82551-896
Energy Drink,Coca-Cola GB,Soft Drink,543,1190,486,704,5/2/2020,Evie Smith,Pembrokeshire,Haverfordwest,SA61 2MF,0-5069-27964-328
Energy Drink,Fever-Tree,Soft Drink,643,4053,2475,1578,4/25/2023,Edward Begum,Cornwall,Truro,TR1 6TG,0-561-87393-47
Herbal Tea,Fever-Tree,Tea,253,3234,3045,189,6/27/2020,Evie King,Fermanagh and Omagh,Enniskillen,BT74 4LP,0-6015-62108-152
Black Tea,Fever-Tree,Tea,855,7381,7569,-188,10/29/2021,Edward Watson,Stirling,Stirling,FK8 7JX,0-9803-81516-185
Wine,Fever-Tree,Alcoholic,916,7583,4796,2787,5/17/2020,Sophie Evans,Orkney Islands,Kirkwall,KW15 4SL,1-5951-26805-688
Black Tea,Britvic,Tea,313,4711,3739,972,5/1/2022,Charlotte Wright,Herefordshire,Hereford,HR1 4EB,0-5978-44184-366
Coffee,Fever-Tree,Coffee,395,6787,3615,3172,9/21/2021,Daisy Hussain,Lancashire,Preston,PR1 5KL,1-6694-45683-513
Green Tea,Britvic,Tea,522,8620,3466,5154,7/11/2022,Zara Islam,Kent,Maidstone,ME14 8GF,1-7538-19329-704
Cola,Coca-Cola GB,Soft Drink,360,9708,9978,-270,4/5/2020,Leila Sharma,Oxfordshire,Oxford,OX1 5WV,0-926-67386-819
Wine,Britvic,Alcoholic,91,8360,5927,2433,7/11/2022,Yusuf Sharma,East Lothian,Haddington,EH41 5VP,0-2208-22672-404
Cola,Coca-Cola GB,Soft Drink,445,7766,4285,3481,11/22/2020,Charlotte Khan,East Dunbartonshire,Kirkintilloch,G66 8LG,0-1575-61543-518
Cola,Britvic,Soft Drink,273,5852,4066,1786,2/15/2022,Charlie Carter,Staffordshire,Stafford,ST16 9BL,0-4596-53150-540
Green Tea,Coca-Cola GB,Tea,327,7183,6610,573,5/29/2020,Amelia Hussain,East Lothian,Haddington,EH41 6KU,1-451-62620-589
Beer,Coca-Cola GB,Alcoholic,498,7583,6143,1440,8/11/2023,Jack Watson,Derry City and Strabane,Derry,BT48 4CB,0-9046-36254-342
Lemonade,Fever-Tree,Soft Drink,603,7238,7139,99,8/29/2020,Leila Jones,Isle of Anglesey,Llangefni,LL77 6UF,0-4408-85582-643
Wine,Fever-Tree,Alcoholic,671,8304,6329,1975,5/16/2023,Liam Shah,Essex,Chelmsford,CM1 7FA,0-9533-10609-934
Vodka,Britvic,Alcoholic,388,8907,6549,2358,2/1/2022,Thomas King,Dundee City,Dundee,DD1 5KN,0-1736-45382-824
Vodka,Coca-Cola GB,Alcoholic,422,1569,793,776,1/9/2023,Thomas Ali,Northumberland,Morpeth,NE61 9XV,1-7994-48684-765
Green Tea,Fever-Tree,Tea,113,10738,11836,-1098,4/19/2021,Emily Singh,Carmarthenshire,Carmarthen,SA31 8UJ,1-9003-73040-303
Wine,Fever-Tree,Alcoholic,946,2968,1990,978,1/18/2022,Henry Thompson,Orkney Islands,Kirkwall,KW15 8EJ,1-1060-72970-831
Wine,Britvic,Alcoholic,590,3742,2860,882,7/13/2023,Alice Walker,East Sussex,Eastbourne,BN21 7LF,0-1846-65724-225
