Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer County,Customer City,Customer Zip Code,Order ID
Beer,Pernod Ricard Soft,Alcoholic,573,6876,5634,1242,10/1/2020,Louise Roux,Var,Toulon,83279,0-1945-53343-167
Herbal Tea,Pernod Ricard Soft,Tea,485,5058,3191,1867,5/18/2022,Ethan Robert,Mayenne,Laval,53855,0-2453-37234-311
Lemonade,Orangina-Schweppes,Soft Drink,416,6735,7930,-1195,12/31/2020,Louise Gauthier,Alpes-Maritimes,Nice,06108,1-8417-89818-204
Vodka,Coca-Cola France,Alcoholic,713,2643,1694,949,3/8/2021,Julien Rousseau,Mayenne,Laval,53261,1-5475-25726-8
Vodka,Pernod Ricard Soft,Alcoholic,247,1558,1017,541,2/17/2023,Gabriel Vincent,Pas-de-Calais,Arras,62913,1-3261-12798-706
Green Tea,Orangina-Schweppes,Tea,996,6297,3120,3177,12/20/2023,Julien Lambert,Vaucluse,Avignon,84011,0-8233-55443-536
Energy Drink,Pernod Ricard Soft,Soft Drink,682,1806,1221,585,10/4/2021,Mathis Girard,Cantal,Aurillac,15523,0-6411-85574-195
Coffee,Orangina-Schweppes,Coffee,800,10384,7138,3246,11/10/2023,Léonie Robert,Haute-Vienne,Limoges,87514,1-6226-34114-873
Energy Drink,Orangina-Schweppes,Soft Drink,665,8290,9708,-1418,11/1/2022,Alice Leroy,Dordogne,Périgueux,24701,1-6909-68176-501
Wine,Pernod Ricard Soft,Alcoholic,825,2251,2327,-76,9/15/2020,Pierre Michel,Bouches-du-Rhône,Marseille,13512,0-3974-16820-695
Lemonade,Coca-Cola France,Soft Drink,378,11852,13180,-1328,2/25/2023,Inès Bonnet,Deux-Sèvres,Niort,79687,1-5684-57624-846
Beer,Orangina-Schweppes,Alcoholic,714,4646,5446,-800,11/10/2021,Tom Lefevre,Indre-et-Loire,Tours,37865,1-1733-78937-933
Lemonade,Pernod Ricard Soft,Soft Drink,50,3372,3687,-315,9/16/2020,Julien Dubois,Haute-Corse,Bastia,2B149,1-4155-98635-403
Energy Drink,Pernod Ricard Soft,Soft Drink,895,6161,7376,-1215,11/12/2023,Alice Fontaine,Tarn,Albi,81996,1-2768-28919-518
Energy Drink,Pernod Ricard Soft,Soft Drink,759,7619,3874,3745,12/9/2022,Elisa Martin,Pyrénées-Atlantiques,Pau,64177,0-3388-17553-256
Herbal Tea,Pernod Ricard Soft,Tea,695,11850,11345,505,7/24/2023,Zoé Bonnet,Eure,Évreux,27678,0-6499-50412-455
Green Tea,Orangina-Schweppes,Tea,874,10733,12684,-1951,11/7/2021,Elisa Bonnet,Charente,Angoulême,16818,1-6347-36765-972
Lemonade,Coca-Cola France,Soft Drink,749,2969,1669,1300,6/26/2022,Manon Gauthier,Val-d'Oise,Cergy,95648,1-9740-81645-757
Herbal Tea,Orangina-Schweppes,Tea,675,7628,8886,-1258,6/20/2023,Emma Lambert,Indre,Châteauroux,36548,1-3086-32984-860
Vodka,Orangina-Schweppes,Alcoholic,687,3831,2648,1183,10/29/2020,Camille Robert,Pyrénées-Orientales,Perpignan,66764,1-7233-63773-327
Cola,Orangina-Schweppes,Soft Drink,678,10639,11611,-972,2/9/2020,Marie Lefevre,Hérault,Montpellier,34904,1-3887-59899-521
Cola,Coca-Cola France,Soft Drink,180,10252,7777,2475,6/12/2022,Hugo Richard,Tarn-et-Garonne,Montauban,82294,0-7788-55068-449
Beer,Coca-Cola France,Alcoholic,992,6069,2582,3487,5/10/2020,Liam Leroy,Côtes-d'Armor,Saint-Brieuc,22116,0-2077-83660-230
Green Tea,Coca-Cola France,Tea,145,11541,11878,-337,1/19/2022,Zoé Bertrand,Loire,Saint-Étienne,42935,1-2795-43681-936
Wine,Pernod Ricard Soft,Alcoholic,710,1130,1146,-16,10/23/2021,Raphaël Faure,Hautes-Alpes,Gap,05388,0-7101-82151-67
Wine,Coca-Cola France,Alcoholic,590,8203,9103,-900,9/24/2020,Charlotte Petit,Maine-et-Loire,Angers,49042,0-3260-68427-948
Coffee,Orangina-Schweppes,Coffee,182,9972,7926,2046,12/1/2021,Ethan Laurent,Cher,Bourges,18804,1-6184-70776-714
Beer,Pernod Ricard Soft,Alcoholic,998,9396,5658,3738,12/8/2023,Pierre Durand,Calvados,Caen,14711,0-5033-65164-678
Energy Drink,Pernod Ricard Soft,Soft Drink,233,637,606,31,4/20/2022,Louise Rousseau,Deux-Sèvres,Niort,79626,1-1120-28098-532
Herbal Tea,Orangina-Schweppes,Tea,193,5986,4616,1370,2/28/2023,Océane Roux,Meuse,Bar-le-Duc,55697,1-5279-29786-451
Beer,Coca-Cola France,Alcoholic,821,5152,5220,-68,10/29/2021,Ethan Roux,Aveyron,Rodez,12168,1-3497-76330-46
Vodka,Pernod Ricard Soft,Alcoholic,313,8037,7792,245,12/1/2022,Elisa Vincent,Seine-et-Marne,Melun,77877,0-2194-75264-816
Lemonade,Coca-Cola France,Soft Drink,910,2700,2280,420,11/24/2022,Chloé Thomas,Drôme,Valence,26247,1-8104-82768-777
Wine,Pernod Ricard Soft,Alcoholic,180,8470,3977,4493,2/13/2023,Arthur Morel,Landes,Mont-de-Marsan,40333,1-8614-70051-940
Green Tea,Orangina-Schweppes,Tea,991,9653,9228,425,9/30/2023,Hugo Lefebvre,Seine-Saint-Denis,Bobigny,93596,0-4285-32324-62
Vodka,Coca-Cola France,Alcoholic,310,10252,7849,2403,1/25/2021,Liam Petit,Manche,Saint-Lô,50775,1-861-93000-858
Coffee,Pernod Ricard Soft,Coffee,659,4500,4793,-293,11/27/2022,Pierre Laurent,Saône-et-Loire,Mâcon,71168,0-5386-39552-355
Vodka,Coca-Cola France,Alcoholic,544,5112,4219,893,1/23/2021,Chloé Bertrand,Hauts-de-Seine,Nanterre,92672,0-9439-91962-971
Beer,Coca-Cola France,Alcoholic,539,6392,2868,3524,10/4/2021,Théo Bernard,Ariège,Foix,09598,1-8338-79615-162
Green Tea,Coca-Cola France,Tea,897,7850,4964,2886,8/12/2021,Antoine Michel,Somme,Amiens,80946,1-4301-72793-220
Beer,Pernod Ricard Soft,Alcoholic,496,6447,3783,2664,10/31/2023,Louis David,Oise,Beauvais,60268,0-8790-66981-13
Black Tea,Coca-Cola France,Tea,836,2031,1547,484,11/22/2021,Louis David,Jura,Lons-le-Saunier,39854,0-2369-76160-652
Vodka,Orangina-Schweppes,Alcoholic,534,1093,455,638,6/20/2021,Tom Martin,Côtes-d'Armor,Saint-Brieuc,22851,0-6308-95835-807
Herbal Tea,Pernod Ricard Soft,Tea,499,10636,12739,-2103,10/28/2023,Noah Dupont,Rhône,Lyon,69355,0-9111-81063-298
Vodka,Pernod Ricard Soft,Alcoholic,858,7794,6228,1566,2/12/2021,Camille Fontaine,Val-d'Oise,Cergy,95247,1-3487-40042-208
Energy Drink,Coca-Cola France,Soft Drink,369,11259,6169,5090,1/28/2022,Romain Lambert,Charente,Angoulême,16648,0-1258-60446-915
Coffee,Orangina-Schweppes,Coffee,671,8304,5579,2725,1/4/2021,Ethan Martin,Pas-de-Calais,Arras,62880,1-6358-43708-94
Beer,Orangina-Schweppes,Alcoholic,576,8730,8820,-90,1/9/2021,Liam Bonnet,Gironde,Bordeaux,33091,0-5920-39272-763
Coffee,Pernod Ricard Soft,Coffee,570,8506,9996,-1490,4/29/2021,Emma Leroy,Ardennes,Charleville-Mézières,08497,1-3602-62565-925
Green Tea,Pernod Ricard Soft,Tea,232,11076,7832,3244,8/13/2023,Mathis Laurent,Paris,Paris,75585,0-1729-52628-66
Lemonade,Pernod Ricard Soft,Soft Drink,169,5252,2937,2315,2/26/2022,Léonie Petit,Landes,Mont-de-Marsan,40242,1-9470-57049-589
Black Tea,Coca-Cola France,Tea,602,9715,6945,2770,9/16/2021,Louise Muller,Val-de-Marne,Créteil,94914,0-7686-90969-869
Black Tea,Pernod Ricard Soft,Tea,69,11862,5648,6214,9/17/2023,Camille David,Vosges,Épinal,88354,1-2535-83183-914
Herbal Tea,Pernod Ricard Soft,Tea,930,2884,2461,423,3/11/2021,Léa Durand,Bouches-du-Rhône,Marseille,13060,0-3243-43993-924
Vodka,Orangina-Schweppes,Alcoholic,778,11722,10143,1579,3/20/2022,Pierre Roux,Hérault,Montpellier,34237,1-6139-29442-924
Green Tea,Orangina-Schweppes,Tea,682,11117,12560,-1443,3/4/2023,Pierre Richard,Alpes-Maritimes,Nice,06889,0-3030-16725-430
Coffee,Coca-Cola France,Coffee,263,7929,4952,2977,12/12/2023,Charlotte Durand,Lot,Cahors,46007,0-6589-24541-891
Cola,Coca-Cola France,Soft Drink,904,8580,4995,3585,4/30/2021,Ethan Lefevre,Bouches-du-Rhône,Marseille,13204,1-3715-19637-483
Coffee,Orangina-Schweppes,Coffee,399,9464,7418,2046,9/16/2021,Emma Lambert,Aube,Troyes,10470,0-7552-70786-791
Wine,Pernod Ricard Soft,Alcoholic,787,10145,5660,4485,4/4/2023,Alice Simon,Gers,Auch,32365,0-3942-23113-292
Energy Drink,Coca-Cola France,Soft Drink,365,3245,1730,1515,6/28/2022,Gabriel Roux,Bas-Rhin,Strasbourg,67043,1-7226-45986-655
Green Tea,Orangina-Schweppes,Tea,198,4624,4096,528,6/8/2022,Emma Bernard,Var,Toulon,83103,1-3467-34901-420
Black Tea,Orangina-Schweppes,Tea,286,4214,3441,773,7/11/2022,Ethan Richard,Lot,Cahors,46188,0-2148-40753-678
Herbal Tea,Orangina-Schweppes,Tea,454,8312,9645,-1333,12/19/2021,Romain Leroy,Doubs,Besançon,25929,1-224-59105-801
Lemonade,Coca-Cola France,Soft Drink,692,8538,6993,1545,6/22/2021,Elisa Bonnet,Meurthe-et-Moselle,Nancy,54078,1-7557-76949-369
Lemonade,Orangina-Schweppes,Soft Drink,985,8443,5235,3208,2/14/2023,Océane Faure,Territoire de Belfort,Belfort,90752,0-7099-82856-508
Coffee,Coca-Cola France,Coffee,169,5376,2591,2785,4/24/2022,Nathan Morel,Val-d'Oise,Cergy,95562,0-1589-89194-987
Green Tea,Pernod Ricard Soft,Tea,276,734,428,306,9/27/2020,Arthur Bernard,Tarn,Albi,81280,0-2495-65876-19
Beer,Orangina-Schweppes,Alcoholic,123,6065,3323,2742,12/6/2023,Hugo Lefebvre,Essonne,Évry-Courcouronnes,91569,1-1147-78013-858
Green Tea,Coca-Cola France,Tea,508,3737,1912,1825,6/7/2022,Lucas Michel,Morbihan,Vannes,56904,0-1913-34846-292
Coffee,Orangina-Schweppes,Coffee,603,7238,8525,-1287,8/10/2023,Louis Vincent,Territoire de Belfort,Belfort,90537,1-6921-63511-153
Beer,Orangina-Schweppes,Alcoholic,673,6122,3511,2611,3/3/2021,Liam Laurent,Hauts-de-Seine,Nanterre,92979,0-3570-34906-986
Wine,Orangina-Schweppes,Alcoholic,330,7980,3971,4009,8/6/2023,Louise Dubois,Bouches-du-Rhône,Marseille,13023,1-4584-22393-814
Wine,Orangina-Schweppes,Alcoholic,437,5893,5920,-27,8/12/2020,Pierre Bonnet,Hautes-Alpes,Gap,05163,1-9871-18326-395
Beer,Pernod Ricard Soft,Alcoholic,889,1486,848,638,1/31/2023,Sarah Michel,Sarthe,Le Mans,72984,1-7431-62047-1
Lemonade,Orangina-Schweppes,Soft Drink,291,9489,10258,-769,12/28/2023,Léa Vincent,Haute-Saône,Vesoul,70370,0-2088-36342-812
Vodka,Orangina-Schweppes,Alcoholic,392,6852,6657,195,2/28/2023,Louise Girard,Hérault,Montpellier,34167,1-2614-51465-807
Cola,Coca-Cola France,Soft Drink,985,11151,12811,-1660,9/16/2021,Romain Dubois,Bouches-du-Rhône,Marseille,13378,1-2907-79065-819
Energy Drink,Pernod Ricard Soft,Soft Drink,626,8502,5526,2976,6/6/2021,Raphaël Robert,Maine-et-Loire,Angers,49703,1-1199-21957-852
Energy Drink,Pernod Ricard Soft,Soft Drink,526,2532,1022,1510,12/29/2022,Chloé Fontaine,Orne,Alençon,61382,0-5379-79603-196
Cola,Orangina-Schweppes,Soft Drink,103,4354,3924,430,9/26/2022,Eva Bernard,Isère,Grenoble,38632,0-3946-92727-701
Beer,Pernod Ricard Soft,Alcoholic,190,11630,5910,5720,4/26/2022,Noah Roux,Yonne,Auxerre,89025,0-7533-87373-919
Cola,Pernod Ricard Soft,Soft Drink,674,8278,9690,-1412,8/31/2021,Emma Durand,Meurthe-et-Moselle,Nancy,54357,1-7990-72324-549
Herbal Tea,Orangina-Schweppes,Tea,328,736,351,385,9/27/2021,Romain David,Aube,Troyes,10237,0-2454-90863-265
Black Tea,Pernod Ricard Soft,Tea,173,9675,4823,4852,7/11/2022,Romain Dupont,Vienne,Poitiers,86603,0-8272-10568-544
Wine,Coca-Cola France,Alcoholic,978,2448,2834,-386,4/12/2022,Noah Lefevre,Tarn,Albi,81092,0-1356-41462-968
Coffee,Coca-Cola France,Coffee,776,8129,8841,-712,5/25/2020,Louise Dubois,Haute-Corse,Bastia,2B285,1-3610-80678-136
Lemonade,Coca-Cola France,Soft Drink,996,8289,3582,4707,11/9/2020,Baptiste Michel,Savoie,Chambéry,73312,1-5068-48532-498
Black Tea,Orangina-Schweppes,Tea,569,3700,2547,1153,10/11/2023,Arthur Vincent,Deux-Sèvres,Niort,79309,0-2149-27709-15
Herbal Tea,Coca-Cola France,Tea,704,5887,2592,3295,1/8/2022,Chloé Moreau,Hautes-Alpes,Gap,05377,1-8375-62028-651
Beer,Orangina-Schweppes,Alcoholic,517,7471,3085,4386,9/16/2023,Romain Richard,Ariège,Foix,09805,0-6538-15932-86
Black Tea,Coca-Cola France,Tea,488,3540,3789,-249,9/3/2021,Liam Gauthier,Hautes-Alpes,Gap,05089,0-1884-64651-183
Beer,Orangina-Schweppes,Alcoholic,664,7034,2943,4091,11/14/2022,Pierre Durand,Alpes-de-Haute-Provence,Digne-les-Bains,04887,1-1980-38437-31
Black Tea,Orangina-Schweppes,Tea,841,11779,5120,6659,9/11/2023,Zoé Laurent,Lot-et-Garonne,Agen,47469,0-1096-72781-868
Cola,Orangina-Schweppes,Soft Drink,698,6030,5418,612,9/20/2023,Baptiste Fontaine,Cantal,Aurillac,15921,1-8408-50538-683
Wine,Orangina-Schweppes,Alcoholic,360,9708,6301,3407,11/24/2021,Eva Roux,Côte-d'Or,Dijon,21051,0-575-71700-925
Vodka,Pernod Ricard Soft,Alcoholic,179,6772,3748,3024,12/21/2022,Tom Girard,Saône-et-Loire,Mâcon,71370,0-7705-92111-676
Vodka,Orangina-Schweppes,Alcoholic,387,5473,5212,261,8/15/2023,Alice Roux,Eure,Évreux,27811,0-1624-48566-227
Lemonade,Coca-Cola France,Soft Drink,219,10408,9932,476,4/6/2020,Louis Lefebvre,Hautes-Pyrénées,Tarbes,65426,1-9146-17051-14
Vodka,Coca-Cola France,Alcoholic,776,7074,4182,2892,11/9/2021,Louis Durand,Deux-Sèvres,Niort,79409,0-210-57555-11
Black Tea,Orangina-Schweppes,Tea,898,3257,2350,907,4/7/2021,Pauline Fontaine,Isère,Grenoble,38980,0-9573-22416-607
Green Tea,Pernod Ricard Soft,Tea,439,11192,7856,3336,2/23/2020,Mathis Michel,Yonne,Auxerre,89055,0-9629-19669-489
Cola,Orangina-Schweppes,Soft Drink,395,7046,6588,458,4/8/2022,Emma Muller,Côtes-d'Armor,Saint-Brieuc,22478,0-8851-13534-929
Beer,Coca-Cola France,Alcoholic,192,6425,4289,2136,9/15/2020,Zoé Morel,Hautes-Alpes,Gap,05290,0-1620-77065-566
Vodka,Coca-Cola France,Alcoholic,277,865,517,348,6/8/2022,Océane Dubois,Meurthe-et-Moselle,Nancy,54913,0-9499-10665-428
Herbal Tea,Pernod Ricard Soft,Tea,866,11807,10125,1682,8/26/2022,Nathan Richard,Var,Toulon,83282,1-2456-91034-624
Black Tea,Orangina-Schweppes,Tea,112,8357,8206,151,7/2/2022,Hugo Faure,Ardennes,Charleville-Mézières,08509,0-114-14959-681
Black Tea,Orangina-Schweppes,Tea,375,4782,3367,1415,1/13/2020,Gabriel Laurent,Côte-d'Or,Dijon,21771,1-6965-80545-766
Beer,Coca-Cola France,Alcoholic,164,10949,11776,-827,4/23/2021,Gabriel Laurent,Somme,Amiens,80291,0-6287-78113-756
Herbal Tea,Pernod Ricard Soft,Tea,942,9415,10935,-1520,11/23/2022,Raphaël Martin,Haute-Marne,Chaumont,52453,0-262-77809-967
Energy Drink,Coca-Cola France,Soft Drink,61,7840,7967,-127,5/2/2021,Axel Fontaine,Puy-de-Dôme,Clermont-Ferrand,63652,0-3554-85727-752
Energy Drink,Pernod Ricard Soft,Soft Drink,749,7509,8505,-996,8/20/2020,Louis Moreau,Loir-et-Cher,Blois,41553,1-504-77746-842
Energy Drink,Orangina-Schweppes,Soft Drink,566,7654,5885,1769,10/14/2023,Camille Fontaine,Haute-Savoie,Annecy,74688,0-8618-54224-694
Energy Drink,Orangina-Schweppes,Soft Drink,168,11012,6903,4109,5/14/2023,Jade Dupont,Bouches-du-Rhône,Marseille,13999,1-3800-82602-418
Beer,Coca-Cola France,Alcoholic,813,1159,1205,-46,3/27/2021,Alice Dubois,Côte-d'Or,Dijon,21279,1-8056-13804-399
Energy Drink,Coca-Cola France,Soft Drink,413,3759,3819,-60,11/30/2023,Ethan Durand,Dordogne,Périgueux,24449,1-9249-13945-384
Coffee,Coca-Cola France,Coffee,940,3716,3531,185,10/4/2022,Léonie Laurent,Haut-Rhin,Colmar,68009,1-4899-88250-237
Black Tea,Coca-Cola France,Tea,716,11193,10295,898,2/28/2021,Manon Faure,Marne,Châlons-en-Champagne,51207,1-3940-61891-224
Lemonade,Coca-Cola France,Soft Drink,61,8482,5502,2980,10/3/2022,Tom Lefevre,Haute-Loire,Le Puy-en-Velay,43233,0-5023-68079-793
Energy Drink,Coca-Cola France,Soft Drink,788,9002,7416,1586,4/26/2022,Théo Lefevre,Haute-Vienne,Limoges,87874,0-2350-36253-351
Beer,Coca-Cola France,Alcoholic,412,3297,2538,759,9/23/2021,Hugo Lefebvre,Haute-Vienne,Limoges,87260,0-3670-85800-75
Wine,Pernod Ricard Soft,Alcoholic,702,1548,1366,182,4/26/2023,Pierre Dupont,Val-de-Marne,Créteil,94457,1-2973-44242-802
Cola,Pernod Ricard Soft,Soft Drink,272,9611,7027,2584,2/26/2023,Manon Fontaine,Seine-Saint-Denis,Bobigny,93149,0-4372-82523-958
Herbal Tea,Orangina-Schweppes,Tea,237,6391,6453,-62,12/14/2023,Marie Morel,Charente,Angoulême,16739,0-1447-53006-506
Coffee,Coca-Cola France,Coffee,476,7476,8317,-841,10/30/2023,Louis Dubois,Meuse,Bar-le-Duc,55213,0-2596-84304-643
Lemonade,Coca-Cola France,Soft Drink,984,10076,11425,-1349,8/25/2022,Julien Rousseau,Pas-de-Calais,Arras,62722,1-7449-90654-6
Vodka,Orangina-Schweppes,Alcoholic,843,7740,4182,3558,8/1/2023,Arthur Muller,Var,Toulon,83437,1-1521-62538-686
Vodka,Coca-Cola France,Alcoholic,586,3464,2729,735,12/16/2022,Nathan Simon,Yonne,Auxerre,89086,0-9857-30204-858
Cola,Pernod Ricard Soft,Soft Drink,842,10547,6193,4354,10/1/2023,Inès Bertrand,Gironde,Bordeaux,33929,1-6458-71561-940
Black Tea,Coca-Cola France,Tea,862,6257,3783,2474,1/20/2022,Manon Girard,Yonne,Auxerre,89735,0-314-37359-672
Black Tea,Orangina-Schweppes,Tea,976,10266,11030,-764,9/8/2021,Alice Vincent,Somme,Amiens,80586,1-1294-51662-539
Lemonade,Coca-Cola France,Soft Drink,331,3239,2271,968,1/6/2023,Léonie Dubois,Essonne,Évry-Courcouronnes,91869,0-5027-28920-826
Lemonade,Orangina-Schweppes,Soft Drink,50,4128,3581,547,11/16/2022,Gabriel Laurent,Cantal,Aurillac,15597,0-2515-71541-317
Coffee,Coca-Cola France,Coffee,342,645,599,46,8/31/2023,Hugo Bernard,Seine-Maritime,Rouen,76706,0-6928-68237-390
Herbal Tea,Orangina-Schweppes,Tea,122,2024,1736,288,4/27/2021,Léonie Laurent,Haut-Rhin,Colmar,68080,1-668-75811-585
Energy Drink,Coca-Cola France,Soft Drink,439,6556,2758,3798,5/21/2023,Camille Thomas,Meuse,Bar-le-Duc,55276,0-8807-24416-701
Vodka,Pernod Ricard Soft,Alcoholic,291,6856,7169,-313,9/28/2023,Zoé Roux,Calvados,Caen,14962,0-9592-40537-948
Herbal Tea,Coca-Cola France,Tea,531,9750,4225,5525,8/9/2022,Pauline Laurent,Saône-et-Loire,Mâcon,71668,0-108-17887-956
Beer,Orangina-Schweppes,Alcoholic,487,7932,4161,3771,8/20/2022,Pierre Bonnet,Hautes-Alpes,Gap,05218,1-9409-14105-616
Cola,Coca-Cola France,Soft Drink,656,4607,4312,295,4/21/2022,Gabriel Lefevre,Maine-et-Loire,Angers,49681,1-942-47700-615
Black Tea,Pernod Ricard Soft,Tea,820,6489,4348,2141,2/28/2023,Nathan Muller,Sarthe,Le Mans,72884,0-1430-15958-972
Beer,Pernod Ricard Soft,Alcoholic,102,8441,5688,2753,12/26/2021,Sarah Girard,Deux-Sèvres,Niort,79495,0-4138-46569-572
Green Tea,Pernod Ricard Soft,Tea,922,5855,4225,1630,1/19/2020,Tom Leroy,Hauts-de-Seine,Nanterre,92503,0-1488-79349-527
Black Tea,Orangina-Schweppes,Tea,107,633,431,202,3/14/2023,Ethan Richard,Pyrénées-Atlantiques,Pau,64680,0-8676-57265-70
Herbal Tea,Pernod Ricard Soft,Tea,978,1323,1160,163,2/3/2020,Louise Fournier,Puy-de-Dôme,Clermont-Ferrand,63247,0-4872-66261-2
Vodka,Pernod Ricard Soft,Alcoholic,627,8342,8089,253,7/5/2021,Ethan Gauthier,Seine-Saint-Denis,Bobigny,93559,1-648-14963-582
Cola,Orangina-Schweppes,Soft Drink,948,8343,7042,1301,2/8/2020,Inès Fournier,Hauts-de-Seine,Nanterre,92701,1-5893-18678-993
Green Tea,Orangina-Schweppes,Tea,487,11071,10975,96,2/27/2023,Maxime Laurent,Alpes-Maritimes,Nice,06091,1-2114-28304-743
Beer,Pernod Ricard Soft,Alcoholic,785,4563,2770,1793,3/27/2021,Marie Lambert,Territoire de Belfort,Belfort,90274,0-2903-39350-47
Energy Drink,Coca-Cola France,Soft Drink,694,11761,13734,-1973,10/10/2023,Raphaël Vincent,Essonne,Évry-Courcouronnes,91483,0-3494-47022-708
Energy Drink,Orangina-Schweppes,Soft Drink,681,4068,3844,224,10/1/2021,Noah Richard,Oise,Beauvais,60644,0-9104-78278-126
Vodka,Pernod Ricard Soft,Alcoholic,213,3160,1883,1277,12/27/2020,Charlotte Dubois,Hauts-de-Seine,Nanterre,92310,1-9544-68755-991
Wine,Orangina-Schweppes,Alcoholic,978,8351,4985,3366,2/10/2023,Julien Laurent,Paris,Paris,75581,1-7406-20998-867
Wine,Orangina-Schweppes,Alcoholic,677,2249,1342,907,10/17/2022,Tom Faure,Mayenne,Laval,53336,0-4757-99300-697
Cola,Coca-Cola France,Soft Drink,566,4213,3208,1005,9/11/2021,Inès Bertrand,Gard,Nîmes,30309,0-1938-59049-804
Black Tea,Orangina-Schweppes,Tea,475,9184,7937,1247,6/25/2023,Maxime David,Corse-du-Sud,Ajaccio,2A910,0-8299-25704-889
Wine,Coca-Cola France,Alcoholic,985,5078,3405,1673,4/2/2022,Emma Leroy,Ardèche,Privas,07062,1-707-96530-945
Green Tea,Pernod Ricard Soft,Tea,779,4170,2980,1190,2/11/2022,Elisa Dubois,Lot-et-Garonne,Agen,47021,0-9250-94817-627
Cola,Pernod Ricard Soft,Soft Drink,362,4007,4327,-320,12/30/2022,Arthur Durand,Vendée,La Roche-sur-Yon,85991,1-3570-74843-275
Beer,Pernod Ricard Soft,Alcoholic,508,4926,3623,1303,7/8/2022,Océane Moreau,Ain,Bourg-en-Bresse,01828,0-2715-65392-349
Cola,Coca-Cola France,Soft Drink,278,11970,10085,1885,5/30/2020,Louis Bertrand,Seine-Maritime,Rouen,76461,1-2046-26864-999
Herbal Tea,Coca-Cola France,Tea,704,3352,1701,1651,11/23/2023,Lucie Simon,Indre-et-Loire,Tours,37539,1-8695-37504-713
Beer,Orangina-Schweppes,Alcoholic,401,11217,12834,-1617,11/30/2021,Axel Vincent,Seine-et-Marne,Melun,77134,1-4865-57227-639
Cola,Coca-Cola France,Soft Drink,180,2755,2502,253,7/30/2022,Pierre Leroy,Doubs,Besançon,25180,1-8917-73372-477
Wine,Coca-Cola France,Alcoholic,970,1174,1097,77,10/30/2023,Clémence Rousseau,Bouches-du-Rhône,Marseille,13882,0-5526-57260-760
Energy Drink,Coca-Cola France,Soft Drink,863,11883,9430,2453,5/2/2020,Pierre Lambert,Gard,Nîmes,30286,0-819-40339-919
Black Tea,Orangina-Schweppes,Tea,882,10080,7069,3011,11/28/2020,Léa Muller,Oise,Beauvais,60709,0-7270-15726-421
Wine,Orangina-Schweppes,Alcoholic,575,10831,9012,1819,1/7/2020,Louis Lambert,Seine-Saint-Denis,Bobigny,93837,1-2085-84349-549
Coffee,Orangina-Schweppes,Coffee,893,6397,3510,2887,7/28/2020,Marie Moreau,Haut-Rhin,Colmar,68128,1-234-40514-93
Beer,Coca-Cola France,Alcoholic,382,6974,4497,2477,4/10/2021,Mathis Gauthier,Savoie,Chambéry,73160,1-1606-78354-387
Black Tea,Pernod Ricard Soft,Tea,886,10149,4835,5314,12/1/2023,Nathan Dubois,Yonne,Auxerre,89906,0-4585-92324-551
Green Tea,Coca-Cola France,Tea,764,2446,1475,971,5/18/2023,Océane Dupont,Haute-Vienne,Limoges,87861,0-302-25300-790
Black Tea,Pernod Ricard Soft,Tea,915,9826,11701,-1875,6/27/2022,Liam Robert,Hauts-de-Seine,Nanterre,92284,1-748-78271-811
Black Tea,Coca-Cola France,Tea,209,8122,3626,4496,3/16/2023,Zoé Thomas,Drôme,Valence,26495,1-7096-89802-869
Herbal Tea,Pernod Ricard Soft,Tea,61,1729,954,775,1/17/2021,Eva Michel,Yonne,Auxerre,89331,1-4610-88470-937
Cola,Coca-Cola France,Soft Drink,278,7795,6741,1054,3/4/2023,Mathis Lefevre,Val-d'Oise,Cergy,95264,1-2059-58916-525
Herbal Tea,Coca-Cola France,Tea,982,8499,7965,534,1/26/2023,Léa Faure,Hautes-Pyrénées,Tarbes,65019,0-9551-75431-219
Black Tea,Pernod Ricard Soft,Tea,259,9601,4338,5263,11/7/2022,Louis Rousseau,Oise,Beauvais,60903,1-8268-78012-476
Lemonade,Pernod Ricard Soft,Soft Drink,992,6950,6717,233,11/2/2022,Alice Fontaine,Seine-Saint-Denis,Bobigny,93891,0-2627-94815-373
Wine,Pernod Ricard Soft,Alcoholic,442,7438,8269,-831,2/7/2023,Pierre Moreau,Aude,Carcassonne,11288,0-5717-36685-704
Vodka,Pernod Ricard Soft,Alcoholic,785,10484,10465,19,8/28/2021,Théo Vincent,Hautes-Pyrénées,Tarbes,65919,0-8208-60578-116
Coffee,Orangina-Schweppes,Coffee,182,10820,9284,1536,12/5/2023,Baptiste Durand,Yvelines,Versailles,78019,1-5239-64890-156
Cola,Coca-Cola France,Soft Drink,633,10484,5799,4685,6/10/2023,Jade Vincent,Territoire de Belfort,Belfort,90735,0-3938-74724-991
Black Tea,Coca-Cola France,Tea,401,5144,5604,-460,1/18/2021,Clémence Moreau,Lot,Cahors,46242,1-7822-90358-352
Lemonade,Coca-Cola France,Soft Drink,130,11691,6777,4914,2/11/2021,Pierre Martin,Charente-Maritime,La Rochelle,17047,0-7884-90120-871
Wine,Coca-Cola France,Alcoholic,349,6816,6582,234,1/19/2020,Inès Bertrand,Val-d'Oise,Cergy,95466,1-1090-90980-654
