Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer County,Customer City,Customer Zip Code,Order ID
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,203,3323,4080,-757,2022-03-02,David Namakhwa,Migori,Mlolongo,28094,KE-172-07599-36
Kericho Gold Herbal Tea,Kericho Gold,Tea,401,3251,7397,-4146,2022-10-20,William Awuor,Nairobi City,Ngong,28218,KE-022-52986-86
Kenya Cane,Kericho Gold,Alcoholic,924,6402,5843,559,2021-03-13,Xenia Odero,Kilifi,South C,25459,KE-150-34185-02
Kericho Gold Herbal Tea,Crown Beverages,Tea,902,9867,5722,4145,2020-07-18,Lilian Njoroge,Mombasa,Westlands,69691,KE-058-68529-3
Dormans Coffee,Kericho Gold,Coffee,516,3485,4563,-1078,2021-12-07,Zawadi Abdille,Mombasa,Kiambu,17691,KE-155-39513-79
Tusker Lager,Crown Beverages,Alcoholic,113,8667,7824,843,2021-03-12,Moses Anyango,Embu,Miritini,44388,KE-198-63598-40
Burn Energy,Coca-Cola Kenya,Soft Drink,674,9484,6480,3004,2020-02-14,Juma Ogola,Taita/Taveta,Thika,65389,KE-139-14148-96
Burn Energy,Kericho Gold,Soft Drink,967,3348,4932,-1584,2021-07-01,Patricia Achieng,Laikipia,Kiambu,20190,KE-090-01117-98
Burn Energy,Kericho Gold,Soft Drink,270,7265,4051,3214,2020-08-07,Pendo Waweru,Mombasa,Roysambu,62621,KE-128-86590-40
Kericho Gold Green Tea,Crown Beverages,Tea,256,4792,1415,3377,2022-10-21,Farouk Njiru,Kilifi,Naivasha,68036,KE-122-11452-66
Dormans Coffee,Coca-Cola Kenya,Coffee,255,5543,1478,4065,2020-10-28,Nancy Abdille,Laikipia,Githurai 44,13898,KE-069-54542-85
Minute Maid Citrus,Crown Beverages,Soft Drink,942,3888,732,3156,2022-01-14,Samuel Wafula,Garissa,Karen,63363,KE-011-81043-22
Tusker Lager,Crown Beverages,Alcoholic,546,3903,7441,-3538,2020-12-08,Farouk Kamau,Embu,Kilimani,61216,KE-079-49781-0
Kenya Cane,Crown Beverages,Alcoholic,932,5556,5070,486,2020-07-06,Hassan Muriuki,Lamu,Eastleigh,36992,KE-006-15276-45
Stoney Tangawizi,Crown Beverages,Soft Drink,917,4188,5575,-1387,2020-08-22,Uchenna Odero,Nakuru,Tena,34486,KE-136-62478-68
Stoney Tangawizi,Crown Beverages,Soft Drink,223,4870,5326,-456,2021-02-17,Quentin Awuor,Kilifi,Kitengela,18020,KE-066-84915-90
Tusker Lager,Kericho Gold,Alcoholic,865,7287,1498,5789,2021-06-30,Tina Otieno,Embu,Marurui,19139,KE-022-97724-04
Tusker Lager,Kericho Gold,Alcoholic,217,9759,4173,5586,2020-01-22,Yasmin Omar,Meru,Embakasi,62719,KE-168-51584-98
Kericho Gold Black Tea,Kericho Gold,Tea,827,2119,4698,-2579,2021-01-20,Uchenna Achieng,Kisumu,Likoni,31346,KE-135-07603-66
Acacia Ridge Wine,Crown Beverages,Alcoholic,934,6712,513,6199,2022-09-12,Beatrice Simiyu,Kericho,Mamboleo,11943,KE-144-26551-00
Kericho Gold Green Tea,Kericho Gold,Tea,272,9663,4130,5533,2022-01-03,Samuel Bosire,Nairobi City,Buruburu,72202,KE-127-96726-76
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,965,9270,4880,4390,2022-06-06,William Odero,Lamu,Nakuru Town,35120,KE-105-10169-24
Kericho Gold Herbal Tea,Kericho Gold,Tea,997,5515,6459,-944,2020-09-13,Joyce Adhiambo,Taita/Taveta,Fedha,33240,KE-169-61549-79
Tusker Lager,Kericho Gold,Alcoholic,917,3625,2946,679,2022-08-23,Violet Mburu,Kilifi,Athi River,76711,KE-078-31264-92
Tusker Lager,Crown Beverages,Alcoholic,201,1531,5528,-3997,2022-08-08,Martin Omondi,Nyeri,Nakuru Town,20497,KE-062-86485-96
Tusker Lager,Crown Beverages,Alcoholic,494,8436,2610,5826,2022-10-08,Xenia Ndegwa,Uasin Gishu,Ngong,30937,KE-109-69973-04
Kericho Gold Herbal Tea,Crown Beverages,Tea,698,1789,6723,-4934,2020-04-22,Brian Barasa,Trans-Nzoia,Ngong,74295,KE-159-47133-59
Tusker Lager,Crown Beverages,Alcoholic,755,4053,1629,2424,2020-04-23,Farouk Nyakundi,Kakamega,Miritini,25728,KE-044-38000-30
Kenya Cane,Kericho Gold,Alcoholic,453,9213,3810,5403,2020-09-04,Yasmin Bosire,Meru,Thika,30174,KE-197-73549-47
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,763,6482,1625,4857,2021-01-13,Xenia Mwangi,Bungoma,Marurui,64877,KE-047-30704-80
Dormans Coffee,Kericho Gold,Coffee,316,4225,1734,2491,2022-07-22,Kalinda Cheruiyot,Kisumu,Tena,52317,KE-046-18737-53
Kenya Cane,Crown Beverages,Alcoholic,122,1546,7219,-5673,2023-02-16,Zipporah Wanjiru,Nairobi City,Tena,36748,KE-044-69486-59
Tusker Lager,Kericho Gold,Alcoholic,125,8116,7842,274,2021-09-29,Fatuma Mwangi,Embu,Embakasi,40589,KE-169-91689-03
Kericho Gold Green Tea,Kericho Gold,Tea,451,8428,996,7432,2020-11-21,Eunice Kirimi,Siaya,Ngong,70771,KE-190-20906-40
Stoney Tangawizi,Crown Beverages,Soft Drink,448,2765,1178,1587,2023-06-12,Gerald Wafula,Kakamega,Mamboleo,21853,KE-067-73763-32
Acacia Ridge Wine,Kericho Gold,Alcoholic,724,1276,4756,-3480,2022-11-15,Usman Gitau,Kiambu,Githurai,69970,KE-010-60457-5
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,819,3416,5242,-1826,2020-06-13,Joyce Wafula,Lamu,Komarock,10796,KE-030-68787-8
Burn Energy,Coca-Cola Kenya,Soft Drink,113,4308,6023,-1715,2022-08-05,Wanjiku Wanjiru,Kilifi,Athi River,79978,KE-072-82245-69
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,593,5699,6458,-759,2021-03-27,Chebet Odhiambo,Migori,Parklands,65428,KE-005-93158-30
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,449,2799,2565,234,2023-03-27,Lilian Barasa,Taita/Taveta,Mwembe Tayari,50365,KE-193-44348-41
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,480,5172,4267,905,2022-05-14,Chege Auma,Migori,Kitengela,44395,KE-174-85464-14
Acacia Ridge Wine,Kericho Gold,Alcoholic,445,5315,692,4623,2020-09-29,Akinyi Kamau,Nairobi City,Kisauni,32494,KE-040-50164-84
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,840,4632,2377,2255,2021-04-27,Yusuf Mutua,Kilifi,Manyatta,63113,KE-021-89064-98
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,895,1797,7326,-5529,2022-07-31,Josephine Omondi,Kilifi,Umoja,48264,KE-016-02934-21
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,740,3013,1000,2013,2020-08-06,Odhiambo Barasa,Uasin Gishu,Mamboleo,30674,KE-010-04790-22
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,751,9811,4323,5488,2023-03-16,Yasmin Okoth,Lamu,Utawala,13959,KE-107-94202-82
Kericho Gold Black Tea,Crown Beverages,Tea,181,1151,7899,-6748,2022-09-14,Xavier Odero,Garissa,Nyali,37033,KE-068-46027-25
Dormans Coffee,Crown Beverages,Coffee,361,2801,6670,-3869,2021-10-23,Esther Odhiambo,Kiambu,Buruburu,40725,KE-078-24565-88
Kericho Gold Herbal Tea,Kericho Gold,Tea,781,2294,4053,-1759,2023-01-21,Juma Gitau,Trans-Nzoia,Changamwe,21416,KE-033-13446-02
Stoney Tangawizi,Kericho Gold,Soft Drink,994,2274,7817,-5543,2020-11-12,Grace Bosire,Bungoma,Parklands,41117,KE-044-84569-15
Kericho Gold Herbal Tea,Crown Beverages,Tea,572,2534,2095,439,2022-11-23,Fatuma Kamau,Kilifi,Komarock,52838,KE-044-28367-75
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,149,8430,4992,3438,2020-12-07,Xavier Odhiambo,Lamu,Parklands,49647,KE-162-93659-20
Tusker Lager,Crown Beverages,Alcoholic,905,8846,684,8162,2021-06-02,Brian Muriuki,Bungoma,Milimani,12526,KE-147-74564-65
Kericho Gold Herbal Tea,Kericho Gold,Tea,321,3527,1219,2308,2023-02-18,Gerald Okoth,Nairobi City,Parklands,24805,KE-116-59356-19
Acacia Ridge Wine,Kericho Gold,Alcoholic,404,6103,1842,4261,2020-07-25,Omar Gitau,Bungoma,Naivasha,46998,KE-062-60090-81
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,724,9565,7748,1817,2022-03-08,Dorcas Mwangi,Kisumu,Karen,57027,KE-020-79766-94
Acacia Ridge Wine,Kericho Gold,Alcoholic,333,6365,6061,304,2022-09-15,Lilian Wafula,Garissa,Marurui,64859,KE-140-13718-76
Acacia Ridge Wine,Kericho Gold,Alcoholic,672,1453,4949,-3496,2020-12-16,Esther Njiru,Lamu,Thika,68935,KE-084-74292-45
Kericho Gold Green Tea,Kericho Gold,Tea,763,4906,6589,-1683,2020-10-25,Rose Nyakundi,Machakos,Nakuru Town,13510,KE-037-75417-53
Acacia Ridge Wine,Kericho Gold,Alcoholic,786,8531,4901,3630,2022-04-15,Kalinda Mwangi,Laikipia,Karen,59857,KE-083-68258-45
Burn Energy,Kericho Gold,Soft Drink,258,9822,980,8842,2021-05-05,Chege Gitonga,Mombasa,Magongo,33544,KE-036-39587-38
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,603,3188,4393,-1205,2020-12-31,Esther Wafula,Kakamega,Lolwe,18324,KE-140-69780-86
Kericho Gold Herbal Tea,Kericho Gold,Tea,515,3946,2442,1504,2021-12-29,Dida Ochieng,Kilifi,Githurai 44,54561,KE-182-67687-0
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,988,7722,1774,5948,2021-01-01,David Bosire,Kisii,Eastleigh,67565,KE-076-31993-70
Dormans Coffee,Coca-Cola Kenya,Coffee,422,8256,1653,6603,2020-06-09,Martin Mutua,Lamu,Zimmerman,34884,KE-119-92038-82
Stoney Tangawizi,Crown Beverages,Soft Drink,217,4055,2226,1829,2021-04-10,Farouk Namburu,Homa Bay,Miritini,10261,KE-028-29082-85
Dormans Coffee,Crown Beverages,Coffee,264,1263,5472,-4209,2020-05-02,Zipporah Barasa,Kericho,Athi River,58216,KE-029-05481-79
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,823,4479,2771,1708,2022-06-20,Kevin Mwenda,Migori,Athi River,43877,KE-052-24534-06
Kenya Cane,Coca-Cola Kenya,Alcoholic,329,3110,2868,242,2021-06-15,Brian Omar,Nyeri,Kasarani,79533,KE-004-37385-67
Burn Energy,Coca-Cola Kenya,Soft Drink,225,1590,2063,-473,2021-11-09,Josephine Nyakundi,Siaya,Westlands,31286,KE-188-11172-35
Burn Energy,Kericho Gold,Soft Drink,858,6073,2349,3724,2022-01-13,Beatrice Barasa,Kisumu,Kondele,45593,KE-171-85765-52
Kericho Gold Green Tea,Kericho Gold,Tea,657,8168,4527,3641,2022-12-07,Rashid Namburu,Homa Bay,Syokimau,40408,KE-104-55138-73
Tusker Lager,Crown Beverages,Alcoholic,106,4348,2125,2223,2020-05-25,Hassan Ndegwa,Machakos,Ruaka,77191,KE-099-12692-17
Tusker Lager,Crown Beverages,Alcoholic,945,1670,3138,-1468,2020-06-06,Dida Odero,Taita/Taveta,Nakuru Town,46429,KE-145-75127-42
Kericho Gold Herbal Tea,Kericho Gold,Tea,878,7167,1967,5200,2021-04-30,Farouk Nyakundi,Mombasa,Langata,42159,KE-194-79235-36
Burn Energy,Coca-Cola Kenya,Soft Drink,486,3853,7077,-3224,2023-05-29,Farouk Okoth,Laikipia,Githurai,17117,KE-146-10842-61
Minute Maid Citrus,Crown Beverages,Soft Drink,904,1158,1539,-381,2022-07-24,David Njoroge,Siaya,Naivasha,29228,KE-088-30731-45
Acacia Ridge Wine,Kericho Gold,Alcoholic,727,7138,2481,4657,2022-02-17,Rose Barasa,Trans-Nzoia,Njoro,19875,KE-071-93764-67
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,745,3514,4308,-794,2021-06-21,Lilian Ndegwa,Mombasa,Nakuru Town,71067,KE-018-70095-03
Tusker Lager,Kericho Gold,Alcoholic,118,1775,6630,-4855,2022-10-09,Isaac Namburu,Nakuru,Magongo,24633,KE-041-48046-78
Stoney Tangawizi,Kericho Gold,Soft Drink,691,1745,7807,-6062,2021-11-20,Yasmin Mugendi,Garissa,Bahati,64301,KE-154-71737-85
Kenya Cane,Coca-Cola Kenya,Alcoholic,944,3946,4581,-635,2023-05-12,Isaac Kimani,Trans-Nzoia,Kiambu,71797,KE-041-89808-88
Tusker Lager,Coca-Cola Kenya,Alcoholic,391,9310,1099,8211,2020-01-14,George Mburu,Kilifi,Eastleigh,75797,KE-117-81879-0
Stoney Tangawizi,Crown Beverages,Soft Drink,238,5955,2356,3599,2021-08-03,Violet Gitau,Homa Bay,Tena,10731,KE-165-41363-60
Burn Energy,Coca-Cola Kenya,Soft Drink,343,1583,5518,-3935,2020-08-22,Pendo Wafula,Mombasa,Umoja,60641,KE-111-42321-49
Kericho Gold Black Tea,Crown Beverages,Tea,797,7570,1589,5981,2022-09-25,Zawadi Adhiambo,Trans-Nzoia,Westlands,59401,KE-006-58038-92
Acacia Ridge Wine,Crown Beverages,Alcoholic,531,9712,6463,3249,2023-03-24,Moses Maina,Trans-Nzoia,Kisauni,45530,KE-066-97025-36
Kericho Gold Green Tea,Kericho Gold,Tea,271,6728,5089,1639,2020-03-21,Tina Gitau,Kiambu,Naivasha,39070,KE-015-22438-28
Burn Energy,Coca-Cola Kenya,Soft Drink,632,2343,2069,274,2021-12-02,Brian Gacheru,Bungoma,Naivasha,24928,KE-168-21286-1
Kericho Gold Herbal Tea,Crown Beverages,Tea,437,6310,4927,1383,2020-10-26,Chebet Ogola,Kericho,Nyali,55054,KE-031-12366-50
Tusker Lager,Crown Beverages,Alcoholic,129,7009,5014,1995,2021-02-20,Odhiambo Hassan,Lamu,Kiambu,79167,KE-038-68818-98
Kericho Gold Green Tea,Kericho Gold,Tea,217,8116,5231,2885,2020-10-17,Moses Farah,Kisumu,Changamwe,16790,KE-178-94701-88
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,469,4930,971,3959,2023-04-27,Yasmin Namburu,Kericho,Embakasi,23494,KE-172-89404-6
Kenya Cane,Crown Beverages,Alcoholic,437,2238,1359,879,2022-07-07,Beatrice Mburu,Lamu,Magongo,59756,KE-143-50364-5
Kericho Gold Black Tea,Kericho Gold,Tea,171,8229,756,7473,2021-06-14,Seline Odhiambo,Nyeri,Mamboleo,43108,KE-037-39223-37
Tusker Lager,Crown Beverages,Alcoholic,373,7870,546,7324,2021-04-23,Lilian Odero,Uasin Gishu,Buruburu,28601,KE-142-26575-23
Tusker Lager,Kericho Gold,Alcoholic,251,5835,2825,3010,2022-08-21,Kevin Kariuki,Machakos,Embakasi,76978,KE-088-58927-04
Stoney Tangawizi,Kericho Gold,Soft Drink,912,4789,7958,-3169,2021-04-15,Carol Omar,Meru,Kahawa West,22209,KE-148-56724-22
Kericho Gold Black Tea,Kericho Gold,Tea,774,6537,2606,3931,2022-11-13,Fatuma Odero,Kericho,Kasarani,53066,KE-130-38098-34
Kericho Gold Green Tea,Kericho Gold,Tea,916,6331,2104,4227,2021-11-21,Hilda Nyakundi,Nakuru,Naivasha,10193,KE-015-69149-72
Stoney Tangawizi,Kericho Gold,Soft Drink,992,9645,5032,4613,2020-01-21,Hannah Onyango,Bungoma,Mwembe Tayari,36176,KE-095-79668-57
Minute Maid Citrus,Kericho Gold,Soft Drink,880,6501,4426,2075,2023-06-15,Xenia Maina,Embu,Marurui,68820,KE-031-57342-21
Burn Energy,Coca-Cola Kenya,Soft Drink,676,3825,500,3325,2023-01-02,Patricia Nyakundi,Taita/Taveta,Utawala,16079,KE-021-12731-71
Burn Energy,Kericho Gold,Soft Drink,328,5786,5840,-54,2023-06-01,Josephine Awuor,Migori,South C,24999,KE-090-29139-72
Dormans Coffee,Coca-Cola Kenya,Coffee,378,5631,5229,402,2021-09-07,Dorcas Mburu,Lamu,Rongai,72384,KE-117-31524-66
Acacia Ridge Wine,Kericho Gold,Alcoholic,304,3298,4522,-1224,2021-05-18,Josephine Adhiambo,Nyeri,Kiambu,17130,KE-146-31088-85
Kenya Cane,Coca-Cola Kenya,Alcoholic,148,7216,6697,519,2022-08-08,Rashid Ndegwa,Taita/Taveta,Syokimau,30457,KE-032-21110-13
Dormans Coffee,Coca-Cola Kenya,Coffee,844,1806,1487,319,2021-07-25,Beatrice Korir,Meru,Jomvu,64036,KE-016-75597-02
Burn Energy,Crown Beverages,Soft Drink,983,1301,5100,-3799,2020-04-26,Wanjiku Mwenda,Machakos,Kiambu,49104,KE-145-35636-95
Tusker Lager,Kericho Gold,Alcoholic,940,5110,2443,2667,2021-09-07,Abdi Barasa,Trans-Nzoia,Tena,15574,KE-116-28360-83
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,154,5805,4216,1589,2020-04-21,Njeri Wanjiru,Kisii,Thika,68493,KE-123-72156-5
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,936,1647,2331,-684,2022-01-16,William Otieno,Laikipia,Syokimau,16281,KE-036-63454-94
Tusker Lager,Coca-Cola Kenya,Alcoholic,755,2610,3845,-1235,2020-01-13,David Gacheru,Siaya,Embakasi,36684,KE-196-30892-19
Kenya Cane,Crown Beverages,Alcoholic,119,3378,2758,620,2020-01-31,William Kimani,Kilifi,Ruaka,14074,KE-058-23144-10
Minute Maid Citrus,Kericho Gold,Soft Drink,509,2771,591,2180,2020-01-04,Baraka Ndegwa,Kisii,Marurui,77263,KE-179-76068-24
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,720,7934,4075,3859,2020-03-17,Xavier Rotich,Mombasa,Kasarani,14121,KE-142-22228-7
Tusker Lager,Coca-Cola Kenya,Alcoholic,891,1323,2304,-981,2021-01-05,Gerald Owino,Kisumu,Kahawa West,77840,KE-008-96510-65
Tusker Lager,Kericho Gold,Alcoholic,409,8760,3273,5487,2023-07-15,Wanjiku Mwenda,Trans-Nzoia,Manyatta,18597,KE-011-06326-05
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,855,6439,1898,4541,2021-07-26,Akinyi Simiyu,Trans-Nzoia,Likoni,69540,KE-083-20791-11
Burn Energy,Coca-Cola Kenya,Soft Drink,300,9227,5117,4110,2022-10-06,Eunice Ogola,Kilifi,Buruburu,30884,KE-044-54927-75
Kenya Cane,Kericho Gold,Alcoholic,579,5705,4055,1650,2021-04-14,Xenia Kirimi,Embu,Kasarani,62705,KE-100-93417-15
Burn Energy,Kericho Gold,Soft Drink,594,9285,7514,1771,2023-02-16,Hannah Gitonga,Laikipia,Mlolongo,29689,KE-127-92113-93
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,943,8344,3510,4834,2023-01-13,Isaac Awuor,Laikipia,Syokimau,79296,KE-074-98686-6
Kericho Gold Black Tea,Kericho Gold,Tea,742,8089,6454,1635,2023-06-26,Hannah Gacheru,Nakuru,Nyali,31706,KE-029-03785-75
Kericho Gold Black Tea,Kericho Gold,Tea,951,9654,1986,7668,2022-07-16,Wanjiku Gacheru,Embu,Ngong,64344,KE-036-46421-49
Tusker Lager,Crown Beverages,Alcoholic,525,5096,2942,2154,2023-01-27,Quentin Mugendi,Lamu,Zimmerman,32787,KE-175-96045-50
Kericho Gold Black Tea,Crown Beverages,Tea,287,9820,6776,3044,2022-02-23,Chebet Korir,Kericho,Embakasi,48795,KE-071-28355-47
Stoney Tangawizi,Crown Beverages,Soft Drink,667,8718,4837,3881,2020-03-15,Farouk Muigai,Siaya,Kisauni,49209,KE-036-94516-51
Minute Maid Citrus,Kericho Gold,Soft Drink,452,7961,864,7097,2020-02-11,Moses Kiprotich,Kericho,Milimani,79019,KE-022-04321-98
Kenya Cane,Coca-Cola Kenya,Alcoholic,456,1682,3839,-2157,2023-07-20,Xenia Bosire,Kakamega,Kahawa West,52762,KE-077-82181-55
Minute Maid Citrus,Crown Beverages,Soft Drink,259,5280,1480,3800,2021-08-23,Njeri Kinyua,Kilifi,Njoro,13957,KE-164-33898-4
Kericho Gold Herbal Tea,Crown Beverages,Tea,322,6119,3332,2787,2021-07-19,Rashid Namakhwa,Homa Bay,Embakasi,12521,KE-173-84655-94
Tusker Lager,Kericho Gold,Alcoholic,842,4421,4124,297,2020-07-27,Violet Wafula,Trans-Nzoia,South B,69984,KE-178-83421-43
Tusker Lager,Crown Beverages,Alcoholic,611,6270,6703,-433,2022-04-03,Juma Kipchoge,Siaya,Miritini,29307,KE-137-07240-63
Stoney Tangawizi,Kericho Gold,Soft Drink,752,4812,723,4089,2021-11-26,Nancy Kirimi,Lamu,Miritini,77677,KE-077-65656-21
Kenya Cane,Coca-Cola Kenya,Alcoholic,567,4816,2059,2757,2022-02-06,Patricia Farah,Kisumu,South C,76537,KE-042-02917-76
Kericho Gold Herbal Tea,Coca-Cola Kenya,Tea,667,6375,2946,3429,2023-02-19,Yasmin Muriuki,Nyeri,Bamburi,54417,KE-175-59209-11
Tusker Lager,Kericho Gold,Alcoholic,950,7444,6163,1281,2023-01-21,Lilian Njiru,Kilifi,Githurai 44,34097,KE-009-25612-68
Acacia Ridge Wine,Kericho Gold,Alcoholic,849,8122,5828,2294,2021-08-25,Eunice Akoth,Kisumu,Kiambu,71201,KE-180-32462-35
Dormans Coffee,Crown Beverages,Coffee,466,8277,1929,6348,2023-01-16,Hannah Wanjiru,Kisumu,Changamwe,46124,KE-123-92947-86
Burn Energy,Kericho Gold,Soft Drink,710,2972,4591,-1619,2020-10-12,William Kariuki,Garissa,Lanet,21641,KE-043-34145-61
Kenya Cane,Crown Beverages,Alcoholic,845,2520,4655,-2135,2022-01-28,Zawadi Otieno,Kiambu,Mamboleo,19864,KE-106-29974-33
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,718,3655,2699,956,2020-08-20,Dorcas Njoroge,Kakamega,Embakasi,64912,KE-009-41866-18
Kericho Gold Herbal Tea,Kericho Gold,Tea,117,7725,721,7004,2022-04-09,Njeri Ogola,Kisumu,Thika,10286,KE-005-26385-7
Kericho Gold Herbal Tea,Kericho Gold,Tea,727,1086,3662,-2576,2023-07-03,David Namburu,Nakuru,South B,65441,KE-083-45308-48
Dormans Coffee,Kericho Gold,Coffee,214,7935,2664,5271,2020-08-08,Yasmin Cheruiyot,Kiambu,Marurui,24723,KE-137-69636-12
Minute Maid Citrus,Coca-Cola Kenya,Soft Drink,140,2192,1732,460,2020-08-17,Baraka Simiyu,Kisii,Karen,60446,KE-121-03885-88
Dormans Coffee,Kericho Gold,Coffee,145,8328,3266,5062,2022-03-13,Kalinda Odhiambo,Nakuru,Marurui,24441,KE-153-43773-44
Tusker Lager,Crown Beverages,Alcoholic,934,7169,4250,2919,2021-05-23,Joyce Abdille,Lamu,Tena,32477,KE-006-02955-46
Stoney Tangawizi,Coca-Cola Kenya,Soft Drink,560,1862,2335,-473,2022-01-07,Beatrice Gacheru,Uasin Gishu,Lolwe,71898,KE-081-82847-14
Kericho Gold Herbal Tea,Kericho Gold,Tea,516,7326,4625,2701,2021-08-21,Hannah Mburu,Embu,Umoja,63234,KE-038-75734-96
Dormans Coffee,Crown Beverages,Coffee,958,1552,3200,-1648,2020-04-23,Faith Mburu,Uasin Gishu,Kilimani,61368,KE-024-52382-71
Tusker Lager,Coca-Cola Kenya,Alcoholic,404,3832,5521,-1689,2022-09-26,Akinyi Njiru,Nyeri,Komarock,27358,KE-112-10231-69
Kericho Gold Herbal Tea,Crown Beverages,Tea,539,4111,7321,-3210,2020-05-01,Kalinda Ogola,Laikipia,Rongai,12038,KE-143-80275-24
Kericho Gold Green Tea,Kericho Gold,Tea,107,5586,4532,1054,2020-10-12,Nancy Farah,Bungoma,Ngong,14337,KE-013-93763-13
Acacia Ridge Wine,Kericho Gold,Alcoholic,565,4707,1860,2847,2022-04-17,Patricia Namakhwa,Nairobi City,Westlands,79518,KE-024-30347-5
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,422,2476,6435,-3959,2020-03-08,Carol Onyango,Kakamega,Thika,27494,KE-128-84057-23
Kericho Gold Herbal Tea,Kericho Gold,Tea,550,4954,6465,-1511,2021-02-15,Odhiambo Waweru,Kilifi,Umoja,12194,KE-113-12166-1
Dormans Coffee,Kericho Gold,Coffee,219,3187,876,2311,2020-07-15,Patricia Akoth,Siaya,Karen,41471,KE-159-86601-1
Kericho Gold Herbal Tea,Crown Beverages,Tea,950,9830,1915,7915,2021-06-25,Juma Macharia,Kericho,Utawala,25734,KE-054-80107-30
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,816,9653,1057,8596,2022-09-11,Juma Onyango,Uasin Gishu,Komarock,69806,KE-142-87558-7
Kericho Gold Herbal Tea,Crown Beverages,Tea,825,2088,3031,-943,2022-05-31,Carol Hassan,Embu,Mlolongo,17447,KE-036-84709-62
Tusker Lager,Kericho Gold,Alcoholic,704,5319,2574,2745,2021-01-23,Pendo Maina,Trans-Nzoia,Athi River,32967,KE-066-88428-49
Kericho Gold Herbal Tea,Crown Beverages,Tea,442,8869,7848,1021,2023-02-15,Hassan Mutua,Kilifi,Manyatta,65217,KE-011-64341-8
Tusker Lager,Coca-Cola Kenya,Alcoholic,400,5755,2533,3222,2021-04-08,Grace Owino,Kilifi,Changamwe,35509,KE-180-89065-27
Stoney Tangawizi,Kericho Gold,Soft Drink,526,7295,749,6546,2021-04-17,Xavier Awuor,Taita/Taveta,Westlands,44676,KE-149-73802-19
Minute Maid Citrus,Crown Beverages,Soft Drink,757,5583,5554,29,2022-11-02,Abdi Macharia,Bungoma,South C,46780,KE-009-74004-75
Kericho Gold Herbal Tea,Kericho Gold,Tea,775,2841,3288,-447,2020-01-28,Xenia Nyambura,Nairobi City,Naivasha,45300,KE-011-36493-98
Dormans Coffee,Kericho Gold,Coffee,978,4406,5564,-1158,2021-08-08,Patricia Ali,Kakamega,Naivasha,38618,KE-164-63921-91
Kericho Gold Black Tea,Coca-Cola Kenya,Tea,533,1345,6763,-5418,2022-07-16,Dorcas Ali,Nyeri,Kondele,52737,KE-083-68577-04
Tusker Lager,Crown Beverages,Alcoholic,844,1943,2809,-866,2023-02-28,Lydia Gitau,Kisumu,Rongai,60002,KE-127-20676-96
Minute Maid Citrus,Crown Beverages,Soft Drink,745,2589,7144,-4555,2021-07-09,Timothy Auma,Nairobi City,Umoja,34101,KE-174-85295-1
Kericho Gold Green Tea,Coca-Cola Kenya,Tea,407,1190,5864,-4674,2022-09-29,David Mutua,Meru,Fedha,43171,KE-060-80324-5
Kenya Cane,Coca-Cola Kenya,Alcoholic,572,6577,4609,1968,2021-07-29,Moses Namakhwa,Laikipia,South C,53779,KE-155-44133-89
Kericho Gold Black Tea,Crown Beverages,Tea,377,7640,1406,6234,2020-08-12,Rose Anyango,Bungoma,Manyatta,78409,KE-039-85948-72
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,140,8410,7988,422,2021-03-21,Juma Gacheru,Machakos,Bahati,73511,KE-147-68978-59
Acacia Ridge Wine,Coca-Cola Kenya,Alcoholic,882,9192,4270,4922,2022-10-26,Quentin Macharia,Kilifi,Kitengela,10769,KE-108-99044-95
Kenya Cane,Kericho Gold,Alcoholic,301,5233,1710,3523,2022-11-11,Grace Odhiambo,Migori,Njoro,20646,KE-186-27280-89
Tusker Lager,Coca-Cola Kenya,Alcoholic,522,4163,2932,1231,2022-02-20,Hannah Wanjiru,Machakos,Buruburu,33415,KE-146-57326-32
